fastqFileNumber,sample,bam_path,perturbation_id,locus,perturbation,marker,locus_coverage,coverage_notes,log2_length_scaled,status
246,YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_2_300_none_3,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_2_300_none_3.markdup.sorted.bam,geno2,YBR033W,deletion,HYG,0.96,,7.98,8
247,YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_2_30_none_4,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_2_30_none_4.markdup.sorted.bam,geno1,YGL035C,deletion,KAN,0,,0,0
247,YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_2_30_none_4,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_2_30_none_4.markdup.sorted.bam,geno2,YBR033W,deletion,HYG,0.28,,4,8
248,YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_2_45_none_4,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_2_45_none_4.markdup.sorted.bam,geno1,YGL035C,deletion,KAN,0,,0,0
248,YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_2_45_none_4,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_2_45_none_4.markdup.sorted.bam,geno2,YBR033W,deletion,HYG,0.34,,4.46,8
249,YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_2_60_none_4,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_2_60_none_4.markdup.sorted.bam,geno1,YGL035C,deletion,KAN,0,,0,0
249,YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_2_60_none_4,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_2_60_none_4.markdup.sorted.bam,geno2,YBR033W,deletion,HYG,0.08,,2,0
250,YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_2_90_none_4,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_2_90_none_4.markdup.sorted.bam,geno1,YGL035C,deletion,KAN,0.05,,1,0
250,YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_2_90_none_4,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_2_90_none_4.markdup.sorted.bam,geno2,YBR033W,deletion,HYG,0.56,,5.13,8
251,YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_2_300_none_4,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_2_300_none_4.markdup.sorted.bam,geno1,YGL035C,deletion,KAN,0.05,,1,0
251,YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_2_300_none_4,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_2_300_none_4.markdup.sorted.bam,geno2,YBR033W,deletion,HYG,0.94,,8.52,8
252,YGL209W_YKL038W_Minimal_HisMetLeuUra_Glucose_0.001_-1_none_3,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_YKL038W_Minimal_HisMetLeuUra_Glucose_0.001_-1_none_3.markdup.sorted.bam,geno1,YGL209W,deletion,KAN,0.07,,0,0
252,YGL209W_YKL038W_Minimal_HisMetLeuUra_Glucose_0.001_-1_none_3,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_YKL038W_Minimal_HisMetLeuUra_Glucose_0.001_-1_none_3.markdup.sorted.bam,geno2,YKL038W,deletion,"NAT",0,,0,0
253,YGL209W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_45_none_3,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_45_none_3.markdup.sorted.bam,geno1,YGL209W,deletion,KAN,0.06,,1,0
253,YGL209W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_45_none_3,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_45_none_3.markdup.sorted.bam,geno2,YKL038W,deletion,"NAT",0,,0,0
254,YGL209W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_60_none_3,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_60_none_3.markdup.sorted.bam,geno1,YGL209W,deletion,KAN,0.01,,0,0
254,YGL209W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_60_none_3,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_60_none_3.markdup.sorted.bam,geno2,YKL038W,deletion,"NAT",0,,0,0
255,YGL209W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_90_none_2,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_90_none_2.markdup.sorted.bam,geno1,YGL209W,deletion,KAN,0.07,,1,0
255,YGL209W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_90_none_2,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_90_none_2.markdup.sorted.bam,geno2,YKL038W,deletion,"NAT",0,,0,0
256,YGL209W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_180_none_3,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_180_none_3.markdup.sorted.bam,geno1,YGL209W,deletion,KAN,0.01,,0,0
256,YGL209W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_180_none_3,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_180_none_3.markdup.sorted.bam,geno2,YKL038W,deletion,"NAT",0,,0,0
257,YGL209W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_300_none_3,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_300_none_3.markdup.sorted.bam,geno1,YGL209W,deletion,KAN,0.07,,0,0
257,YGL209W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_300_none_3,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_300_none_3.markdup.sorted.bam,geno2,YKL038W,deletion,"NAT",0,,0,0
258,YGL209W_YKL038W_Minimal_HisMetLeuUra_Glucose_0.001_-1_none_4,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_YKL038W_Minimal_HisMetLeuUra_Glucose_0.001_-1_none_4.markdup.sorted.bam,geno1,YGL209W,deletion,KAN,0.08,,1,0
258,YGL209W_YKL038W_Minimal_HisMetLeuUra_Glucose_0.001_-1_none_4,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_YKL038W_Minimal_HisMetLeuUra_Glucose_0.001_-1_none_4.markdup.sorted.bam,geno2,YKL038W,deletion,"NAT",0,,0,0
259,YGL209W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_45_none_4,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_45_none_4.markdup.sorted.bam,geno1,YGL209W,deletion,KAN,0,,0,0
259,YGL209W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_45_none_4,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_45_none_4.markdup.sorted.bam,geno2,YKL038W,deletion,"NAT",0,,0,0
260,YGL209W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_60_none_4,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_60_none_4.markdup.sorted.bam,geno1,YGL209W,deletion,KAN,0.01,,0,0
260,YGL209W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_60_none_4,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_60_none_4.markdup.sorted.bam,geno2,YKL038W,deletion,"NAT",0,,0,0
261,YGL209W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_90_none_3,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_90_none_3.markdup.sorted.bam,geno1,YGL209W,deletion,KAN,0,,0,0
261,YGL209W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_90_none_3,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_90_none_3.markdup.sorted.bam,geno2,YKL038W,deletion,"NAT",0,,0,0
262,YGL209W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_180_none_4,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_180_none_4.markdup.sorted.bam,geno1,YGL209W,deletion,KAN,0.01,,0,0
262,YGL209W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_180_none_4,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_180_none_4.markdup.sorted.bam,geno2,YKL038W,deletion,"NAT",0,,0,0
263,YGL209W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_300_none_4,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_300_none_4.markdup.sorted.bam,geno1,YGL209W,deletion,KAN,0,,0,0
263,YGL209W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_300_none_4,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_300_none_4.markdup.sorted.bam,geno2,YKL038W,deletion,"NAT",0,,0,0
264,YGL209W_YGL035C_Minimal_HisMetLeuUra_Glucose_0.001_-1_none_1,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_YGL035C_Minimal_HisMetLeuUra_Glucose_0.001_-1_none_1.markdup.sorted.bam,geno1,YGL209W,deletion,KAN,0,,0,0
264,YGL209W_YGL035C_Minimal_HisMetLeuUra_Glucose_0.001_-1_none_1,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_YGL035C_Minimal_HisMetLeuUra_Glucose_0.001_-1_none_1.markdup.sorted.bam,geno2,YGL035C,deletion,KAN,0,,0,0
265,YGL209W_YGL035C_Minimal_HisMetLeuUra_Glucose_2_45_none_1,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_YGL035C_Minimal_HisMetLeuUra_Glucose_2_45_none_1.markdup.sorted.bam,geno1,YGL209W,deletion,KAN,0,,0,0
265,YGL209W_YGL035C_Minimal_HisMetLeuUra_Glucose_2_45_none_1,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_YGL035C_Minimal_HisMetLeuUra_Glucose_2_45_none_1.markdup.sorted.bam,geno2,YGL035C,deletion,KAN,0,,0,0
266,YGL209W_YGL035C_Minimal_HisMetLeuUra_Glucose_2_60_none_1,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_YGL035C_Minimal_HisMetLeuUra_Glucose_2_60_none_1.markdup.sorted.bam,geno1,YGL209W,deletion,KAN,0,,0,0
266,YGL209W_YGL035C_Minimal_HisMetLeuUra_Glucose_2_60_none_1,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_YGL035C_Minimal_HisMetLeuUra_Glucose_2_60_none_1.markdup.sorted.bam,geno2,YGL035C,deletion,KAN,0,,0,0
267,YGL209W_YGL035C_Minimal_HisMetLeuUra_Glucose_2_90_none_1,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_YGL035C_Minimal_HisMetLeuUra_Glucose_2_90_none_1.markdup.sorted.bam,geno1,YGL209W,deletion,KAN,0,,0,0
267,YGL209W_YGL035C_Minimal_HisMetLeuUra_Glucose_2_90_none_1,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_YGL035C_Minimal_HisMetLeuUra_Glucose_2_90_none_1.markdup.sorted.bam,geno2,YGL035C,deletion,KAN,0,,0,0
268,YGL209W_YGL035C_Minimal_HisMetLeuUra_Glucose_2_180_none_1,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_YGL035C_Minimal_HisMetLeuUra_Glucose_2_180_none_1.markdup.sorted.bam,geno1,YGL209W,deletion,KAN,0,,0,0
268,YGL209W_YGL035C_Minimal_HisMetLeuUra_Glucose_2_180_none_1,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_YGL035C_Minimal_HisMetLeuUra_Glucose_2_180_none_1.markdup.sorted.bam,geno2,YGL035C,deletion,KAN,0,,0,0
269,YGL209W_YGL035C_Minimal_HisMetLeuUra_Glucose_2_300_none_1,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_YGL035C_Minimal_HisMetLeuUra_Glucose_2_300_none_1.markdup.sorted.bam,geno1,YGL209W,deletion,KAN,0,,0,0
269,YGL209W_YGL035C_Minimal_HisMetLeuUra_Glucose_2_300_none_1,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_YGL035C_Minimal_HisMetLeuUra_Glucose_2_300_none_1.markdup.sorted.bam,geno2,YGL035C,deletion,KAN,0,,0,0
270,YGL209W_YGL035C_Minimal_HisMetLeuUra_Glucose_0.001_-1_none_2,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_YGL035C_Minimal_HisMetLeuUra_Glucose_0.001_-1_none_2.markdup.sorted.bam,geno1,YGL209W,deletion,KAN,0,,0,0
270,YGL209W_YGL035C_Minimal_HisMetLeuUra_Glucose_0.001_-1_none_2,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_YGL035C_Minimal_HisMetLeuUra_Glucose_0.001_-1_none_2.markdup.sorted.bam,geno2,YGL035C,deletion,KAN,0,,0,0
271,YGL209W_YGL035C_Minimal_HisMetLeuUra_Glucose_2_45_none_2,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_YGL035C_Minimal_HisMetLeuUra_Glucose_2_45_none_2.markdup.sorted.bam,geno1,YGL209W,deletion,KAN,0.07,,1,0
271,YGL209W_YGL035C_Minimal_HisMetLeuUra_Glucose_2_45_none_2,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_YGL035C_Minimal_HisMetLeuUra_Glucose_2_45_none_2.markdup.sorted.bam,geno2,YGL035C,deletion,KAN,0,,0,0
272,YGL209W_YGL035C_Minimal_HisMetLeuUra_Glucose_2_60_none_2,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_YGL035C_Minimal_HisMetLeuUra_Glucose_2_60_none_2.markdup.sorted.bam,geno1,YGL209W,deletion,KAN,0.13,,1.58,0
272,YGL209W_YGL035C_Minimal_HisMetLeuUra_Glucose_2_60_none_2,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_YGL035C_Minimal_HisMetLeuUra_Glucose_2_60_none_2.markdup.sorted.bam,geno2,YGL035C,deletion,KAN,0,,0,0
273,YGL209W_YGL035C_Minimal_HisMetLeuUra_Glucose_2_90_none_2,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_YGL035C_Minimal_HisMetLeuUra_Glucose_2_90_none_2.markdup.sorted.bam,geno1,YGL209W,deletion,KAN,0,,0,0
273,YGL209W_YGL035C_Minimal_HisMetLeuUra_Glucose_2_90_none_2,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_YGL035C_Minimal_HisMetLeuUra_Glucose_2_90_none_2.markdup.sorted.bam,geno2,YGL035C,deletion,KAN,0.01,,0,0
274,YGL209W_YGL035C_Minimal_HisMetLeuUra_Glucose_2_180_none_2,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_YGL035C_Minimal_HisMetLeuUra_Glucose_2_180_none_2.markdup.sorted.bam,geno1,YGL209W,deletion,KAN,0,,0,0
274,YGL209W_YGL035C_Minimal_HisMetLeuUra_Glucose_2_180_none_2,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_YGL035C_Minimal_HisMetLeuUra_Glucose_2_180_none_2.markdup.sorted.bam,geno2,YGL035C,deletion,KAN,0,,0,0
275,YGL209W_YGL035C_Minimal_HisMetLeuUra_Glucose_2_300_none_2,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_YGL035C_Minimal_HisMetLeuUra_Glucose_2_300_none_2.markdup.sorted.bam,geno1,YGL209W,deletion,KAN,0,,0,0
275,YGL209W_YGL035C_Minimal_HisMetLeuUra_Glucose_2_300_none_2,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_YGL035C_Minimal_HisMetLeuUra_Glucose_2_300_none_2.markdup.sorted.bam,geno2,YGL035C,deletion,KAN,0,,0,0
276,YGL035C_YKL038W_Minimal_HisMetLeu_Glucose_0.001_-1_none_1,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL035C_YKL038W_Minimal_HisMetLeu_Glucose_0.001_-1_none_1.markdup.sorted.bam,geno1,YGL035C,deletion,URA,0,,0,0
276,YGL035C_YKL038W_Minimal_HisMetLeu_Glucose_0.001_-1_none_1,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL035C_YKL038W_Minimal_HisMetLeu_Glucose_0.001_-1_none_1.markdup.sorted.bam,geno2,YKL038W,deletion,"NAT",0,,0,0
277,YGL035C_YKL038W_Minimal_HisMetLeu_Glucose_2_30_none_1,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL035C_YKL038W_Minimal_HisMetLeu_Glucose_2_30_none_1.markdup.sorted.bam,geno1,YGL035C,deletion,URA,0,,0,0
277,YGL035C_YKL038W_Minimal_HisMetLeu_Glucose_2_30_none_1,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL035C_YKL038W_Minimal_HisMetLeu_Glucose_2_30_none_1.markdup.sorted.bam,geno2,YKL038W,deletion,"NAT",0,,0,0
278,YGL035C_YKL038W_Minimal_HisMetLeu_Glucose_2_45_none_1,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL035C_YKL038W_Minimal_HisMetLeu_Glucose_2_45_none_1.markdup.sorted.bam,geno1,YGL035C,deletion,URA,0,,0,0
278,YGL035C_YKL038W_Minimal_HisMetLeu_Glucose_2_45_none_1,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL035C_YKL038W_Minimal_HisMetLeu_Glucose_2_45_none_1.markdup.sorted.bam,geno2,YKL038W,deletion,"NAT",0,,0,0
279,YGL035C_YKL038W_Minimal_HisMetLeu_Glucose_2_60_none_1,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL035C_YKL038W_Minimal_HisMetLeu_Glucose_2_60_none_1.markdup.sorted.bam,geno1,YGL035C,deletion,URA,0,,0,0
279,YGL035C_YKL038W_Minimal_HisMetLeu_Glucose_2_60_none_1,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL035C_YKL038W_Minimal_HisMetLeu_Glucose_2_60_none_1.markdup.sorted.bam,geno2,YKL038W,deletion,"NAT",0,,0,0
280,YGL035C_YKL038W_Minimal_HisMetLeu_Glucose_2_90_none_1,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL035C_YKL038W_Minimal_HisMetLeu_Glucose_2_90_none_1.markdup.sorted.bam,geno1,YGL035C,deletion,URA,0,,0,0
280,YGL035C_YKL038W_Minimal_HisMetLeu_Glucose_2_90_none_1,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL035C_YKL038W_Minimal_HisMetLeu_Glucose_2_90_none_1.markdup.sorted.bam,geno2,YKL038W,deletion,"NAT",0,,0,0
281,YGL035C_YKL038W_Minimal_HisMetLeu_Glucose_2_180_none_1,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL035C_YKL038W_Minimal_HisMetLeu_Glucose_2_180_none_1.markdup.sorted.bam,geno1,YGL035C,deletion,URA,0,,0,0
281,YGL035C_YKL038W_Minimal_HisMetLeu_Glucose_2_180_none_1,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL035C_YKL038W_Minimal_HisMetLeu_Glucose_2_180_none_1.markdup.sorted.bam,geno2,YKL038W,deletion,"NAT",0.02,,1,0
282,YGL035C_YKL038W_Minimal_HisMetLeu_Glucose_2_300_none_1,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL035C_YKL038W_Minimal_HisMetLeu_Glucose_2_300_none_1.markdup.sorted.bam,geno1,YGL035C,deletion,URA,0,,0,0
282,YGL035C_YKL038W_Minimal_HisMetLeu_Glucose_2_300_none_1,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL035C_YKL038W_Minimal_HisMetLeu_Glucose_2_300_none_1.markdup.sorted.bam,geno2,YKL038W,deletion,"NAT",0,,0,0
283,YGL035C_YKL038W_Minimal_HisMetLeu_Glucose_0.001_-1_none_2,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL035C_YKL038W_Minimal_HisMetLeu_Glucose_0.001_-1_none_2.markdup.sorted.bam,geno1,YGL035C,deletion,URA,0,,0,0
283,YGL035C_YKL038W_Minimal_HisMetLeu_Glucose_0.001_-1_none_2,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL035C_YKL038W_Minimal_HisMetLeu_Glucose_0.001_-1_none_2.markdup.sorted.bam,geno2,YKL038W,deletion,"NAT",0,,0,0
284,YGL035C_YKL038W_Minimal_HisMetLeu_Glucose_2_45_none_2,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL035C_YKL038W_Minimal_HisMetLeu_Glucose_2_45_none_2.markdup.sorted.bam,geno1,YGL035C,deletion,URA,0,,0,0
284,YGL035C_YKL038W_Minimal_HisMetLeu_Glucose_2_45_none_2,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL035C_YKL038W_Minimal_HisMetLeu_Glucose_2_45_none_2.markdup.sorted.bam,geno2,YKL038W,deletion,"NAT",0,,0,0
285,YGL035C_YKL038W_Minimal_HisMetLeu_Glucose_2_60_none_2,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL035C_YKL038W_Minimal_HisMetLeu_Glucose_2_60_none_2.markdup.sorted.bam,geno1,YGL035C,deletion,URA,NA,sample_bam_not_found,0,NA
285,YGL035C_YKL038W_Minimal_HisMetLeu_Glucose_2_60_none_2,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL035C_YKL038W_Minimal_HisMetLeu_Glucose_2_60_none_2.markdup.sorted.bam,geno2,YKL038W,deletion,"NAT",NA,sample_bam_not_found,0,NA
286,YGL035C_YKL038W_Minimal_HisMetLeu_Glucose_2_90_none_2,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL035C_YKL038W_Minimal_HisMetLeu_Glucose_2_90_none_2.markdup.sorted.bam,geno1,YGL035C,deletion,URA,0,,0,0
286,YGL035C_YKL038W_Minimal_HisMetLeu_Glucose_2_90_none_2,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL035C_YKL038W_Minimal_HisMetLeu_Glucose_2_90_none_2.markdup.sorted.bam,geno2,YKL038W,deletion,"NAT",0,,0,0
287,YGL035C_YKL038W_Minimal_HisMetLeu_Glucose_2_180_none_2,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL035C_YKL038W_Minimal_HisMetLeu_Glucose_2_180_none_2.markdup.sorted.bam,geno1,YGL035C,deletion,URA,0,,0,0
287,YGL035C_YKL038W_Minimal_HisMetLeu_Glucose_2_180_none_2,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL035C_YKL038W_Minimal_HisMetLeu_Glucose_2_180_none_2.markdup.sorted.bam,geno2,YKL038W,deletion,"NAT",0,,0,0
288,YGL035C_YKL038W_Minimal_HisMetLeu_Glucose_2_300_none_2,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL035C_YKL038W_Minimal_HisMetLeu_Glucose_2_300_none_2.markdup.sorted.bam,geno1,YGL035C,deletion,URA,0,,0,0
288,YGL035C_YKL038W_Minimal_HisMetLeu_Glucose_2_300_none_2,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL035C_YKL038W_Minimal_HisMetLeu_Glucose_2_300_none_2.markdup.sorted.bam,geno2,YKL038W,deletion,"NAT",0,,0,0
289,WT_YPD_none_none_2_1440_none_7,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/WT_YPD_none_none_2_1440_none_7.markdup.sorted.bam,geno1,WT,"NA","NA",NA,,NA,0
290,WT_YPD_none_none_2_1440_none_8,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/WT_YPD_none_none_2_1440_none_8.markdup.sorted.bam,geno1,WT,"NA","NA",NA,,NA,0
291,WT_YPD_none_none_2_1440_none_9,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/WT_YPD_none_none_2_1440_none_9.markdup.sorted.bam,geno1,WT,"NA","NA",NA,,NA,0
292,YGL035C_YGL209W_YKL038W_YBR033W_Minimal_HisMetLeu_Glucose_0.001_-1_none_1,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL035C_YGL209W_YKL038W_YBR033W_Minimal_HisMetLeu_Glucose_0.001_-1_none_1.markdup.sorted.bam,geno1,YGL035C,deletion,URA,0,,0,0
292,YGL035C_YGL209W_YKL038W_YBR033W_Minimal_HisMetLeu_Glucose_0.001_-1_none_1,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL035C_YGL209W_YKL038W_YBR033W_Minimal_HisMetLeu_Glucose_0.001_-1_none_1.markdup.sorted.bam,geno2,YGL209W,deletion,KAN,0.01,,0,0
292,YGL035C_YGL209W_YKL038W_YBR033W_Minimal_HisMetLeu_Glucose_0.001_-1_none_1,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL035C_YGL209W_YKL038W_YBR033W_Minimal_HisMetLeu_Glucose_0.001_-1_none_1.markdup.sorted.bam,geno3,YKL038W,deletion,"NAT",0.04,,2,0
292,YGL035C_YGL209W_YKL038W_YBR033W_Minimal_HisMetLeu_Glucose_0.001_-1_none_1,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL035C_YGL209W_YKL038W_YBR033W_Minimal_HisMetLeu_Glucose_0.001_-1_none_1.markdup.sorted.bam,geno4,YBR033W,deletion,HYG,0.03,,1,0
293,YGL035C_YGL209W_YKL038W_YBR033W_Minimal_HisMetLeu_Glucose_0.001_-1_none_2,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL035C_YGL209W_YKL038W_YBR033W_Minimal_HisMetLeu_Glucose_0.001_-1_none_2.markdup.sorted.bam,geno1,YGL035C,deletion,URA,0,,0,0
293,YGL035C_YGL209W_YKL038W_YBR033W_Minimal_HisMetLeu_Glucose_0.001_-1_none_2,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL035C_YGL209W_YKL038W_YBR033W_Minimal_HisMetLeu_Glucose_0.001_-1_none_2.markdup.sorted.bam,geno2,YGL209W,deletion,KAN,0.01,,0,0
